ID,Code,prompt,PromptType
081af4b2-86da-4b9f-8623-2843f6f9d825,"public int[] shiftLeft(int[] nums) {
    if(nums.length < 1)
        return nums;
    
    int temp = nums[0];
    for(int i = 0; i < nums.length - 1; i++){
        nums[i] = nums[i+1];
    }
    nums[nums.length-1] = temp;
    return nums;
}","Return an array that is ""left shifted"" by one--so for an input of {6, 2, 5, 3}, the method returns {2, 5, 3, 6}. You may modify and return the given array, or return a new array.
public int[] shiftLeft(int[] nums)
{
    
}",1
0b211ede-3bb6-4e9c-b117-5824c4f422dc,"public int countCode(String str) {
    int count = 0;
    int length = str.length();

    for (int i = 0; i < length - 3; i++) {
        if (str.charAt(i) == 'c' && 
            str.charAt(i + 1) == 'o' && 
            str.charAt(i + 3) == 'e') {
            count++;
        }
    }

    return count;
}","Write a Java function that counts the occurrences of the string ""code"" in a given string str, but the letter at the 'd' position can be any letter. For example, ""cope"" and ""cooe"" should also be considered valid matches.

public int countCode(String str)
{
    
}",6
66fc26ff-8893-4fcf-ae57-99aeadcc853b,"public int[] shiftLeft(int[] nums) {
    int temp = nums[0];
    for (int i = 0; i < nums.length - 1; i++) {
        nums[i] = nums[i + 1];
    }
    nums[nums.length - 1] = temp;
    return nums;
}

public int[] shiftLeft(int[] nums) {
    int[] newNums = new int[nums.length];
    for (int i = 0; i < nums.length - 1; i++) {
        newNums[i] = nums[i + 1];
    }
    newNums[nums.length - 1] = nums[0];
    return newNums;
}","Return an array that is ""shifted"" one position to the left. Thus, for the input {6, 2, 5, 3}, the method should return {2, 5, 3, 6}. You can modify and return the given array or return a new array.

public int[] shiftLeft(int[] nums)
{
    
}",6
a6cc6314-ffb7-4de0-840e-f1a32bea0cd7,"public int[] fizzArray(int n) {
    if (n == 0) {
        return new int[0];
    }
    
    int[] arr = new int[n];
    for (int i = 0; i < n; i++) {
        arr[i] = i;
    }
    return arr;
}","You are tasked with writing a Java method called fizzArray that takes an integer n as input and returns a new integer array of length n. The array should contain the sequence of numbers starting from 0 up to n-1. If n is 0, the method should return an empty array.

Requirements:

The method signature is:
public int[] fizzArray(int n)

Use a for loop to populate the array with the sequence of numbers.

Do not use a separate if statement to handle the case where n is 0. The for loop should naturally handle this case by executing 0 times.

Use the syntax new int[desired_length] to create the array.

Example Input and Output:

If n = 4, the method should return [0, 1, 2, 3].

If n = 0, the method should return [].

Write the complete Java method to solve this problem.",4
a8eca786-514d-4fb8-861f-d5d3864b8fa5,"public int[] shiftLeft(int[] nums) {
    if(nums.length == 0) {
        return new int[0];
    }
    
    int[] newArr = new int[nums.length];
    if(nums.length > 1) {
        newArr[0] = nums[nums.length - 1];
        for(int i = 1; i < nums.length; i++) {
            newArr[i] = nums[i - 1];
        }
    } else {
        newArr[0] = nums[0];
    }
    return newArr;
}","You are tasked with implementing a method in Java that performs a ""left shift"" operation on an array. The method should take an integer array as input and return a new array that is left-shifted by one position. This means that the first element of the input array should move to the end of the array, and all other elements should shift one position to the left.

For example:

If the input array is {6, 2, 5, 3}, the method should return {2, 5, 3, 6}.

If the input array is {1, 2}, the method should return {2, 1}.

If the input array is {1}, the method should return {1}.

Write the complete implementation of the shiftLeft method in Java. You may modify and return the given array, or return a new array. Ensure your solution handles edge cases, such as empty arrays or arrays with a single element.

Here is the method signature to start with:

java
Copy
public int[] shiftLeft(int[] nums) {
    // Your implementation here
}
Provide the code implementation and a brief explanation of how your solution works.",4
adf75349-77b6-4683-a7e8-7a189d384a3c,"public int[] fix45(int[] nums) {
    int n = nums.length;
    int count = 0;
    for (int i = 0; i < n; i++) {
        if (nums[i] == 5) count++;
    }

    int[] result = new int[n];
    int j = 0;
    for (int i = 0; i < n; i++) {
        if (nums[i] == 4) {
            for (int k = j; k < n; k++) {
                if (nums[k] == 5) {
                    result[i] = 4;
                    result[i + 1] = 5;
                    i++;
                    j = k + 1;
                    count--;
                    break;
                }
            }
            if (count == 0) break;
        } else {
            result[i] = nums[i];
        }
    }
    return result;
}","Given an array, return an array containing exactly the same numbers as the original array but rearranged so that each 4 is immediately followed by a 5. The 4s cannot be moved, but other numbers can be rearranged. The number of 4s and 5s in the array are equal, and each 4 is followed by a number that is not another 4. In this version, the 5s can appear anywhere in the original array. (This is a slightly harder version of the fix34 problem.)

public int[] fix45(int[] nums)
{
    
}",6
bb2f3219-2771-4109-a1e4-d4902e76da6e,"public String plusOut(String str, String word) {
    String regex = ""["" + (char)0 + ""&&[^"" + word + ""]]"";
    return str.replaceAll(regex, ""+"");
}","as a cs1 student you are trying to solve this assignment, how would you solve it
Write a function in Java that implements the following logic: Given a string str and a non-empty word, return a version of the original string where all chars have been replaced by pluses (+), except for appearances of the word which are preserved unchanged.
public String plusOut(String str, String word)
{
    
}",3
d8da0f36-420b-46a3-8ae1-4550a1da3e28,"public int sortaSum(int a, int b) {
    int sum = a + b;
    if ((sum >= 10) && (sum <= 19)) {
        return 20;
    } else {
        return sum;
    }
}","Write a Java function to implement the following logic: Given two integers a and b, return their sum. However, if the sum is between 10 and 19 (inclusive), return 20.  public int sortaSum(int a, int b)
{
    
}",6
b1256162-0cae-4bc9-84fa-282702a67abf,"public int[] shiftLeft(int[] nums) {
    int temp = nums[0];
    for(int i = 0; i < nums.length - 1; i++) {
        nums[i] = nums[i + 1];
    }
    nums[nums.length - 1] = temp;
    return nums;
}","Solve this ""
Return an array that is ""left shifted"" by one--so for an input of {6, 2, 5, 3}, the method returns {2, 5, 3, 6}. You may modify and return the given array, or return a new array.
public int[] shiftLeft(int[] nums)
{
    
}
""you are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution.",5
02e55bd4-4074-4d44-9343-a77c6701b09c,"public String plusOut(String str, String word) {
    char[] strArray = str.toCharArray();
    int wordLen = word.length();
    for (int i = 0; i <= str.length() - wordLen; i++) {
        boolean isWord = true;
        for (int j = 0; j < wordLen; j++) {
            if (strArray[i + j] != word.charAt(j)) {
                isWord = false;
                break;
            }
        }
        if (isWord) {
            for (int j = 0; j < wordLen; j++) {
                strArray[i + j] = word.charAt(j);
            }
        } else {
            strArray[i] = '+';
        }
    }
    return new String(strArray);
}","Solve this ""
Write a function in Java that implements the following logic: Given a string str and a non-empty word, return a version of the original string where all chars have been replaced by pluses (+), except for appearances of the word which are preserved unchanged.
public String plusOut(String str, String word)
{
    
}

""you are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution.",5
6119c0eb-1fb2-4a9f-89e8-784829b42733,"public String zipZap(String str) {
    StringBuilder builder = new StringBuilder(str);
    for(int i = 0; i < builder.length()-2; i++) {
        if(builder.charAt(i) == 'z' && builder.charAt(i+2) == 'p') {
            builder.deleteCharAt(i+1);
            i--;
        }
    }
    return builder.toString();
}","as a cs1 student you are trying to solve this assignment, how would you solve it
Given a string str, find all places where a three-letter combination starting with ""z"" and ending with ""p"" occurs. Return a string where for all such three-letter sequences, the middle letter has been removed. For example, a string like ""zipXzap"" would produce a result of ""zpXzp"".
public String zipZap(String str)
{
    
}",3
63d56f69-9d77-439d-b0dd-fbbba1ac5794,"public int loneSum(int a, int b, int c) {
    if (a == b && a == c)
        return 0;
    else if (a == b)
        return c;
    else if (a == c)
        return b;
    else if (b == c)
        return a;
    else
        return a + b + c;
}","Write a function in Java that implements the following logic: Given three integer values a, b, and c, return their sum. However, if any of the values are the same as another, that value should not be included in the sum.

public int loneSum(int a, int b, int c)
{
    
}",6
02f2793a-3069-4680-a5f4-9f90605c5968,"public int luckySum(int a, int b, int c) {
    if (a == 13) {
        return 0;
    } else if (b == 13) {
        return a;
    } else if (c == 13) {
        return a + b;
    } else {
        return a + b + c;
    }
}","Solve this ""
Write a function in Java that implements the following logic: Given 3 int values, a, b, and c, return their sum. However, if one of the values is 13 then it does not count towards the sum and values to its right do not count. So for example, if b is 13, then both b and c do not count.
public int luckySum(int a, int b, int c)
{
    
}

""you are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution.",5
adbdd105-2466-43ce-95c7-21a84d73a91f,"public int[] seriesUp(int n) {
    int[] arr = new int[n*(n+1)/2];
    int index = 0;
    for(int i=1; i<=n; i++) {
        for(int j=1; j<=i; j++) {
            arr[index++] = j;
        }
    }
    return arr;
}","as a cs1 student you are trying to solve this assignment, how would you solve it
Given n >= 0, create an array with the pattern {1, 1, 2, 1, 2, 3, ... 1, 2, 3 .. n} (spaces added to show the grouping). Note that the length of the array will be 1 + 2 + 3 ... + n, which is known to sum to exactly n * (n + 1)/2.
public int[] seriesUp(int n)
{
    
}",3
352e084e-1ffd-48fb-bb8b-3776a97d53ec,"public boolean cigarParty(int cigars, boolean isWeekend) {
    if (isWeekend) {
        if (cigars >= 40) {
            return true;
        } else {
            return false;
        }
    } else {
        if (cigars >= 40 && cigars <= 60) {
            return true;
        } else {
            return false;
        }
    }
}","as a cs1 student you are trying to solve this assignment, how would you solve it
When squirrels get together for a party, they like to have cigars. A squirrel party is successful when the number of cigars is between 40 and 60, inclusive. Unless it is the weekend, in which case there is no upper bound on the number of cigars. Return true if the party with the given values is successful, or false otherwise.
public boolean cigarParty(int cigars, boolean isWeekend)
{
    
}",3
1af08817-4c9e-4686-b0ec-68d99e4f023f,"public String without2(String str) {
    if(str.length() < 2)
        return str;
    else if(str.length() > 1 && str.substring(0,2).equals(str.substring(str.length() - 2)))
        return str.substring(2);
    return str;
}","Given a string, if the same two-character substring appears at both the beginning and the end of the string, return the string with the initial two-character substring removed. For example, ""HelloHe"" should return ""lloHe"".

Note that the initial two-character substring may overlap with the ending substring. For example, ""Hi"" should return """".

If the first two characters do not match the last two characters, return the original string unchanged.

public String without2(String str) 
{
    
}",6
21c57b94-8b41-4acf-b9e1-dfc92f479282,"public boolean xyzThere(String str) {
    int strLength = str.length();
    for (int i = 2; i < strLength; i++) {
        if (str.charAt(i - 2) != '.' && str.substring(i - 2, i + 3).equals(""xyz"")) {
            return true;
        }
    }
    return false;
}","Write a Java function that checks whether the substring ""xyz"" appears in a given string str, with the condition that ""xyz"" should not be immediately preceded by a period ""."". If the condition is met, return true; otherwise, return false.

For example, ""xxyz"" should return true, while ""x.xyz"" should return false.

public boolean xyzThere(String str)
{
    
}",6
f206e96a-eaae-45d9-84d4-6a318f53d56b,"public int makeChocolate(int small, int big, int goal) {
    if (big * 5 > goal)
        return -1;

    goal -= big * 5;

    if (goal > small)
        return -1;

    return goal;
}","as a cs1 student you are trying to solve this assignment, how would you solve it
We want make a package of goal kilos of chocolate. We have small bars (1 kilo each) and big bars (5 kilos each). Return the number of small bars to use, assuming we always use big bars before small bars. Return -1 if it can't be done.
public int makeChocolate(int small, int big, int goal)
{
    
}",3
5297dc75-2690-4541-99cb-a4e4d75d2319,"public int dateFashion(int you, int date) {
    if (you <= 2 || date <= 2)
        return 0;
    else if (you >= 8 || date >= 8)
        return 2;
    else
        return 1;
}","as a cs1 student you are trying to solve this assignment, how would you solve it
You and your date are trying to get a table at a restaurant. The parameter you is the stylishness of your clothes, in the range 0..10, and date is the stylishness of your date's clothes. Write a method that returns your chances of getting a table, encoded as an int value with 0 = no, 1 = maybe, 2 = yes. If either of you is very stylish, 8 or more, then the result is 2 (yes). With the exception that if either of you has style of 2 or less, then the result is 0 (no). Otherwise the result is 1 (maybe).
public int dateFashion(int you, int date)
{
    
}",3
cd4495b8-152e-4671-bade-ee140139f356,"public String plusOut(String str, String word) {
    String result = """";
    int space = str.indexOf("" "");
    int wordStart = 0;
    int wordEnd = word.length();
    while (space != -1) {
        String substring = str.substring(0, space);
        if (substring.contains(word)) {
            result += substring;
        } else {
            result += ""+"".repeat(substring.length());
        }
        str = str.substring(space + 1);
        space = str.indexOf("" "");
    }
    if (str.contains(word)) {
        result += str;
    } else {
        result += ""+"".repeat(str.length());
    }
    return result;
}","Solve this ""
Write a function in Java that implements the following logic: Given a string str and a non-empty word, return a version of the original string where all chars have been replaced by pluses (+), except for appearances of the word which are preserved unchanged.
public String plusOut(String str, String word)
{
    
}

""you are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution.",5
b1648bec-151c-43d2-850d-bea6f91b5767,"public int[] withoutTen(int[] nums) {
    int index = 0;
    for(int i = 0; i < nums.length; i++) {
        if(nums[i] != 10) {
            nums[index] = nums[i];
            index++;
        }
    }
    while(index < nums.length) {
        nums[index] = 0;
        index++;
    }
    return nums;
}","as a cs1 student you are trying to solve this assignment, how would you solve it
Given an int[] array, write a function that returns an array where all the 10's have been removed. The remaining elements should shift left towards the start of the array as needed, and the empty spaces at the end of the array should be set to 0. So {1, 10, 10, 2} yields {1, 2, 0, 0}. You may modify and return the given array or make a new array.
public int[] withoutTen(int[] nums)
{
    
}",3
253753d3-6008-4eb4-9ab4-4fe8a115e6f4,"public int loneSum(int a, int b, int c) {
    int sum = 0;
    Set<Integer> uniqueNumbers = new HashSet<>();
    
    if (!uniqueNumbers.contains(a)) {
        uniqueNumbers.add(a);
        sum += a;
    }
    
    if (!uniqueNumbers.contains(b)) {
        uniqueNumbers.add(b);
        sum += b;
    }
    
    if (!uniqueNumbers.contains(c)) {
        uniqueNumbers.add(c);
        sum += c;
    }
    
    return sum;
}","""Write a Java function named loneSum that takes three integer parameters: a, b, and c. The function should return the sum of the three values, but if any of the values are the same as another, those values should not be included in the sum. For example:

If a = 1, b = 2, and c = 3, the function should return 6 (since all values are unique).

If a = 3, b = 2, and c = 3, the function should return 2 (since a and c are the same, only b is counted).

If a = 3, b = 3, and c = 3, the function should return 0 (since all values are the same, none are counted).

Implement the logic in the following function signature:

java
Copy
public int loneSum(int a, int b, int c) {
    // Your code here
}
Ensure the function handles all edge cases, such as when two or all three values are the same.""",4
eac8b580-5ad4-4c35-a997-f1ed4d38073a,"public String atFirst(String str) {
    if (str.length() < 1) return ""@@"";
    if (str.length() < 2) return str + ""@"";
    return str.substring(0, 2);
}","""Write a Java function named atFirst that takes a single String parameter str and returns a new string based on the following logic:

If the input string str has a length of 2 or more, return a string made of its first 2 characters.

If the input string str has a length of less than 2, return a string where the missing characters are replaced with the '@' character. For example:

If the input is ""hello"", the output should be ""he"".

If the input is ""h"", the output should be ""h@"".

If the input is an empty string """", the output should be ""@@"".

The function signature is provided below:

java
Copy
public String atFirst(String str) {
    // Implement the logic here
}
Write the complete implementation of the atFirst function in Java, ensuring it handles all edge cases correctly.""",4
73643d6f-027f-4bfb-99f3-5a465ea76241,"public int[] tenRun(int[] nums) {
    for (int i = 0; i < nums.length; i++) {
        if (nums[i] % 10 == 0) {
            int j = i + 1;
            while (j < nums.length && nums[j] % 10 != 0) {
                nums[j] = nums[i];
                j++;
            }
            i = j - 1;
        }
    }
    return nums;
}","Solve this coding assignment ""
For each multiple of 10 in the given array, change all the values following it to be that multiple of 10, until encountering another multiple of 10. So {2, 10, 3, 4, 20, 5} yields {2, 10, 10, 10, 20, 20}.
public int[] tenRun(int[] nums)
{
    
}
""your answer is to consist of the complete function/functions given with working code added. You are a CS1 student trying to solve this assignment. The answer is to be the complete code solution. For a example ""Assignment: write a function that returns true public bolean returnTrue(){}"" should return ""bolean returnTrue(){return true}"". You are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution. Write this with syntax from 2019.",2
cbcbc83d-49c0-46e2-9283-effcd76bf902,"public boolean canBalance(int[] nums) {
    int totalSum = 0;
    for(int i=0;i<nums.length;i++){
        totalSum += nums[i];
    }

    int leftSum = 0;
    for(int j=0; j<nums.length; j++){
        totalSum -= nums[j];
        if(totalSum == leftSum){
            return true;
        }
        leftSum += nums[j];
    }

    return false;
}","Given a non-empty array, return true if there exists a partition point such that the sum of the numbers on both sides of the array is equal.

public boolean canBalance(int[] nums)
{
    
}",6
73d8a1a5-5d97-4a81-8f51-3b88152d0b98,"public boolean in1To10(int n, boolean outsideMode) {
    if (outsideMode) {
        if (n <= 1 || n >= 10) {
            return true;
        } else {
            return false;
        }
    } else {
        if (n >= 1 && n <= 10) {
            return true;
        } else {
            return false;
        }
    }
}","as a cs1 student you are trying to solve this assignment, how would you solve it
Write a function in Java that implements the following logic: Given a number n, return true if n is in the range 1..10, inclusive. Unless ""outsideMode"" is true, in which case return true if the number is less or equal to 1, or greater or equal to 10. 
public boolean in1To10(int n, boolean outsideMode)
{
    
}",3
c85ff312-6791-470b-b613-ba611fc8197c,"public int[] fizzArray(int n) {
    int[] array = new int[n];
    for (int i = 0; i < n; i++) {
        array[i] = i;
    }
    return array;
}","You are tasked with writing a Java method called fizzArray that takes an integer n as input and returns a new integer array of length n. The array should contain the sequence of numbers starting from 0 up to n-1. If n is 0, the method should return an empty array.

Requirements:

The method signature is:
public int[] fizzArray(int n)

Use a for loop to populate the array with the sequence of numbers.

Do not use a separate if statement to handle the case where n is 0. The for loop should naturally handle this case by executing 0 times.

Use the syntax new int[desired_length] to create the array.

Example Input and Output:

If n = 4, the method should return [0, 1, 2, 3].

If n = 0, the method should return [].

Write the complete Java method to solve this problem.",4
8710de66-b7e2-4cee-a110-926493a88322,"public int loneSum(int a, int b, int c) {
    if (a == b && b == c) return 0;
    if (a == b) return c;
    if (a == c) return b;
    if (b == c) return a;
    return a + b + c;
}","Write a function in Java that implements the following logic: Given 3 int values, a, b, and c, return their sum. However, if one of the values is the same as another of the values, it does not count towards the sum.
public int loneSum(int a, int b, int c)
{
    
}",1
4246e629-054d-4323-a4ae-963191a0edb2,"public int makeChocolate(int small, int big, int goal) {
    if (big * 5 > goal) {
        if ((goal - big * 5) > small) {
            return -1;
        } else {
            return goal - big * 5;
        }
    } else {
        if (goal > (small + big * 5)) {
            return -1;
        } else {
            return goal % 5;
        }
    }
}","We want to create a chocolate package with a target weight in kilograms. We have small chocolate pieces (each weighing 1 kg) and large chocolate pieces (each weighing 5 kg). Return the number of small chocolate pieces needed, assuming we always prioritize using large chocolate pieces. If it is not possible to achieve the target weight, return -1.

public int makeChocolate(int small, int big, int goal)
{
    
}",6
abf967f4-bcce-4233-8236-f7a6175040c1,"public int redTicket(int a, int b, int c) {
    if(a==2 && b==2 && c==2) {
        return 10;
    }
    else if(a==b && b==c) {
        return 5;
    }
    else if(a!=b && a!=c && b!=c) {
        return 1;
    }
    else {
        return 0;
    }
}","Write a Java function to implement the following logic:

You have a red lottery ticket displaying integers a, b, and c, where each value can only be 0, 1, or 2. If all values are 2, the result is 10. Otherwise, if all values are the same, the result is 5. Otherwise, if both b and c are different from a, the result is 1. Otherwise, the result is 0.

public int redTicket(int a, int b, int c)
{
    
}",6
e0b3f4ec-6aa7-4f24-9b46-48027207db93,"public int roundSum(int a, int b, int c) {
    return round10(a) + round10(b) + round10(c);
}

public int round10(int num) {
    if (num >= 0) {
        int lastDigit = num % 10;
        if (lastDigit >= 5)
            num = num - lastDigit + 10;
        else if (lastDigit > 0)
            num = num - lastDigit;
    } else {
        num = num % -10;
        num = num - num % 10;
    }
    return num;
}","For this problem, if the rightmost digit of an integer is 5 or greater, we round it up to the next multiple of 10. For example, 15 rounds to 20. Conversely, if the rightmost digit is less than 5, we round it down to the previous multiple of 10, such as 12 rounding to 10.

Given three integers a, b, and c, return the sum of their rounded values. To avoid code duplication, write a separate helper method public int round10(int num), and call it three times.

Make sure to define this helper method directly below roundSum(), maintaining the same indentation level as roundSum().

public int roundSum(int a, int b, int c)
{
    
}

public int round10(int num)
{
    
}",6
cffee3d7-0ed9-48e1-8f77-f26ae6c7aff8,"public int[] shiftLeft(int[] nums) {
    int[] shiftedArray = new int[nums.length];
    for(int i = 1; i < nums.length; i++) {
        shiftedArray[i-1] = nums[i];
    }
    shiftedArray[nums.length-1] = nums[0];
    return shiftedArray;
}","Solve this coding assignment ""
Return an array that is ""left shifted"" by one--so for an input of {6, 2, 5, 3}, the method returns {2, 5, 3, 6}. You may modify and return the given array, or return a new array.
public int[] shiftLeft(int[] nums)
{
    
}
""your answer is to consist of the complete function/functions given with working code added. You are a CS1 student trying to solve this assignment. The answer is to be the complete code solution. For a example ""Assignment: write a function that returns true public bolean returnTrue(){}"" should return ""bolean returnTrue(){return true}"". You are not allowed to produce a code that does not compile, that produces incorrect output, that contains comments, or that is easily identified as being LLM written. There is to be no text at all besides the code solution. Write this with syntax from 2019.",2
fc28cd3a-a094-4228-a299-1b53242d45c3,"public boolean has77(int[] nums) {
    for(int i=0; i<nums.length-1; i++) {
        if(nums[i] == 7 && (nums[i+1] == 7 || (nums[i+2] != null && nums[i+2] == 7))) {
            return true;
        }
    }
    return false;
}","as a cs1 student you are trying to solve this assignment, how would you solve it
Given an array of ints, return true if the array contains two 7s next to each other, or there are two 7s separated by one element, such as with {7, 1, 7}. Otherwise, return false.
public boolean has77(int[] nums)
{
    
}",3
